Room_ID	Room_Status	Cat_ID	Cat_Breed	Cat_Sex	Cat_Age	Cat_Weight	Cat_Behavior
Room_216	valid	Cat_1079	American Shorthair	Female	4.0	4.17	happy
Room_216	valid	Cat_1080	Ragdoll	Female	4.0	5.8	happy
Room_217	NA	Cat_1081	Domestic Longhair	Female	3.0	4.05	NA
Room_217	NA	Cat_1082	Ragdoll	Female	6.0	4.08	NA
Room_217	NA	Cat_1083	Domestic Longhair	Male	7.0	6.41	NA
Room_217	NA	Cat_1084	Ragdoll	Female	8.0	5.7	NA
Room_217	NA	Cat_1085	Domestic Longhair	Female	7.0	3.99	NA
Room_218	NA	Cat_1086	American Shorthair	Female	5.0	4.22	NA
Room_218	NA	Cat_1087	Domestic Longhair	Male	6.0	5.36	NA
Room_218	NA	Cat_1088	Ragdoll	Female	6.0	4.91	NA
Room_218	NA	Cat_1089	Ragdoll	Female	3.0	6.12	NA
Room_218	NA	Cat_1090	American Shorthair	Female	4.0	3.85	NA
Room_219	NA	Cat_1091	Domestic Longhair	Male	5.0	5.84	NA
Room_219	NA	Cat_1092	Ragdoll	Female	7.0	6.34	NA
Room_219	NA	Cat_1093	Domestic Longhair	Female	5.0	3.98	NA
Room_219	NA	Cat_1094	American Shorthair	Female	5.0	3.79	NA
Room_219	NA	Cat_1095	Ragdoll	Female	5.0	7.09	NA
Room_220	NA	Cat_1096	Ragdoll	Male	4.0	8.6	NA
Room_220	NA	Cat_1097	Ragdoll	Female	6.0	4.51	NA
Room_220	NA	Cat_1098	Ragdoll	Female	8.0	5.9	NA
Room_220	NA	Cat_1099	Ragdoll	Male	6.0	8.8	NA
Room_220	NA	Cat_1100	American Shorthair	Female	7.0	4.49	NA
Room_221	compromised	Cat_1101	American Shorthair	Male	4.0	7.13	evil
Room_221	compromised	Cat_1102	Ragdoll	Male	3.0	6.93	scared
Room_221	compromised	Cat_1103	Bengal	Male	3.0	6.08	scared
Room_221	compromised	Cat_1104	Bengal	Female	4.0	4.23	scared
Room_221	compromised	Cat_1105	Domestic Longhair	Female	5.0	4.04	scared
Room_222	NA	Cat_1106	Bengal	Female	5.0	4.06	NA
Room_222	NA	Cat_1107	Bengal	Male	7.0	4.84	NA
Room_222	NA	Cat_1108	Bengal	Male	4.0	4.34	NA
Room_222	NA	Cat_1109	Domestic Longhair	Male	5.0	6.13	NA
Room_222	NA	Cat_1110	Domestic Longhair	Male	5.0	5.15	NA
Room_223	NA	Cat_1111	Bengal	Female	5.0	4.08	NA
Room_223	NA	Cat_1112	American Shorthair	Male	5.0	6.69	NA
Room_223	NA	Cat_1113	Bengal	Male	4.0	5.1	NA
Room_223	NA	Cat_1114	American Shorthair	Male	3.0	5.66	NA
Room_223	NA	Cat_1115	Ragdoll	Female	6.0	5.39	NA
Room_224	NA	Cat_1116	Domestic Longhair	Female	7.0	4.58	NA
Room_224	NA	Cat_1117	Domestic Longhair	Female	5.0	3.75	NA
Room_224	NA	Cat_1118	American Shorthair	Male	5.0	6.56	NA
Room_224	NA	Cat_1119	Ragdoll	Male	5.0	7.25	NA
Room_224	NA	Cat_1120	Ragdoll	Male	2.0	7.79	NA
Room_225	NA	Cat_1121	Bengal	Male	4.0	5.58	NA
Room_225	NA	Cat_1122	Ragdoll	Female	8.0	5.91	NA
Room_225	NA	Cat_1123	Domestic Longhair	Female	6.0	4.78	NA
Room_225	NA	Cat_1124	American Shorthair	Female	3.0	3.76	NA
Room_225	NA	Cat_1125	Ragdoll	Male	3.0	8.23	NA
Room_226	valid	Cat_1126	Bengal	Male	5.0	5.79	happy
Room_226	valid	Cat_1127	Domestic Longhair	Female	7.0	3.66	happy
Room_226	valid	Cat_1128	Bengal	Female	6.0	4.19	happy
Room_226	valid	Cat_1129	Domestic Longhair	Female	5.0	4.53	happy
Room_226	valid	Cat_1130	American Shorthair	Male	3.0	5.87	happy
Room_227	compromised	Cat_1131	Bengal	Male	5.0	5.86	evil
Room_227	compromised	Cat_1132	Bengal	Male	4.0	4.1	scared
Room_227	compromised	Cat_1133	Bengal	Male	4.0	5.68	scared
Room_227	compromised	Cat_1134	Ragdoll	Female	5.0	4.93	scared
Room_227	compromised	Cat_1135	Domestic Longhair	Female	4.0	3.93	scared
Room_228	NA	Cat_1136	Domestic Longhair	Female	7.0	4.32	NA
Room_228	NA	Cat_1137	Ragdoll	Male	5.0	8.43	NA
Room_228	NA	Cat_1138	Bengal	Male	5.0	5.83	NA
Room_228	NA	Cat_1139	American Shorthair	Female	4.0	3.44	NA
Room_228	NA	Cat_1140	American Shorthair	Female	3.0	4.62	NA
Room_229	NA	Cat_1141	Domestic Longhair	Male	5.0	5.5	NA
Room_229	NA	Cat_1142	Ragdoll	Female	8.0	5.76	NA
Room_229	NA	Cat_1143	Domestic Longhair	Female	4.0	4.39	NA
Room_229	NA	Cat_1144	Ragdoll	Female	5.0	5.92	NA
Room_229	NA	Cat_1145	Ragdoll	Male	8.0	7.73	NA
Room_230	compromised	Cat_1146	American Shorthair	Male	4.0	6.28	evil
Room_230	compromised	Cat_1147	American Shorthair	Female	5.0	4.06	scared
Room_230	compromised	Cat_1148	Domestic Longhair	Male	5.0	5.69	scared
Room_230	compromised	Cat_1149	Ragdoll	Female	5.0	3.57	scared
Room_230	compromised	Cat_1150	Domestic Longhair	Male	8.0	5.4	scared
Room_231	valid	Cat_1151	American Shorthair	Female	7.0	4.37	happy
Room_231	valid	Cat_1152	Ragdoll	Female	5.0	5.4	happy
Room_231	valid	Cat_1153	Ragdoll	Female	4.0	6.05	happy
Room_231	valid	Cat_1154	Domestic Longhair	Female	6.0	5.19	happy
Room_231	valid	Cat_1155	Ragdoll	Female	5.0	5.41	happy
Room_232	NA	Cat_1156	Bengal	Male	4.0	5.95	NA
Room_232	NA	Cat_1157	Domestic Longhair	Female	7.0	4.02	NA
Room_232	NA	Cat_1158	Bengal	Male	6.0	5.49	NA
Room_232	NA	Cat_1159	Bengal	Male	5.0	5.82	NA
Room_232	NA	Cat_1160	American Shorthair	Male	7.0	5.9	NA
Room_233	NA	Cat_1161	Bengal	Male	6.0	5.01	NA
Room_233	NA	Cat_1162	Domestic Longhair	Female	5.0	4.22	NA
Room_233	NA	Cat_1163	Domestic Longhair	Female	5.0	4.24	NA
Room_233	NA	Cat_1164	American Shorthair	Female	5.0	4.38	NA
Room_233	NA	Cat_1165	Ragdoll	Female	4.0	3.86	NA
Room_234	valid	Cat_1166	American Shorthair	Male	7.0	5.3	happy
Room_234	valid	Cat_1167	American Shorthair	Male	6.0	5.56	happy
Room_234	valid	Cat_1168	Ragdoll	Male	4.0	8.23	happy
Room_234	valid	Cat_1169	Domestic Longhair	Female	4.0	3.66	happy
Room_234	valid	Cat_1170	Ragdoll	Female	6.0	5.06	happy
Room_235	NA	Cat_1171	Ragdoll	Female	6.0	5.07	NA
Room_235	NA	Cat_1172	Ragdoll	Female	2.0	6.05	NA
Room_235	NA	Cat_1173	American Shorthair	Female	6.0	4.39	NA
Room_235	NA	Cat_1174	Ragdoll	Female	4.0	7.03	NA
Room_235	NA	Cat_1175	Ragdoll	Male	4.0	7.64	NA
Room_236	NA	Cat_1176	Ragdoll	Male	5.0	5.47	NA
Room_236	NA	Cat_1177	American Shorthair	Female	7.0	4.03	NA
Room_236	NA	Cat_1178	Domestic Longhair	Female	4.0	3.91	NA
Room_236	NA	Cat_1179	Bengal	Female	4.0	4.01	NA
Room_236	NA	Cat_1180	Domestic Longhair	Female	8.0	4.35	NA
Room_237	valid	Cat_1181	American Shorthair	Female	7.0	3.7	happy
Room_237	valid	Cat_1182	Bengal	Female	6.0	4.03	happy
Room_237	valid	Cat_1183	American Shorthair	Female	8.0	4.58	happy
Room_237	valid	Cat_1184	American Shorthair	Male	5.0	5.41	happy
Room_237	valid	Cat_1185	American Shorthair	Female	5.0	3.97	happy
Room_238	NA	Cat_1186	American Shorthair	Male	2.0	6.72	NA
Room_238	NA	Cat_1187	American Shorthair	Female	4.0	3.83	NA
Room_238	NA	Cat_1188	American Shorthair	Male	2.0	6.09	NA
Room_238	NA	Cat_1189	Bengal	Female	6.0	4.25	NA
Room_238	NA	Cat_1190	American Shorthair	Female	5.0	3.7	NA
Room_239	NA	Cat_1191	American Shorthair	Male	6.0	5.56	NA
Room_239	NA	Cat_1192	Bengal	Female	3.0	3.93	NA
Room_239	NA	Cat_1193	Domestic Longhair	Female	6.0	3.47	NA
Room_239	NA	Cat_1194	Ragdoll	Female	3.0	5.19	NA
Room_239	NA	Cat_1195	Ragdoll	Female	5.0	5.27	NA
Room_240	NA	Cat_1196	Ragdoll	Male	4.0	8.02	NA
Room_240	NA	Cat_1197	Ragdoll	Male	7.0	6.33	NA
Room_240	NA	Cat_1198	Domestic Longhair	Male	5.0	4.93	NA
Room_240	NA	Cat_1199	Domestic Longhair	Male	4.0	5.03	NA
Room_240	NA	Cat_1200	American Shorthair	Male	6.0	5.64	NA
Room_241	NA	Cat_1201	Domestic Longhair	Male	8.0	4.94	NA
Room_241	NA	Cat_1202	Bengal	Male	6.0	5.45	NA
Room_241	NA	Cat_1203	Bengal	Female	3.0	3.8	NA
Room_241	NA	Cat_1204	American Shorthair	Female	5.0	4.0	NA
Room_241	NA	Cat_1205	Ragdoll	Male	6.0	8.1	NA
Room_242	NA	Cat_1206	American Shorthair	Female	6.0	4.52	NA
Room_242	NA	Cat_1207	Ragdoll	Female	7.0	4.99	NA
Room_242	NA	Cat_1208	Bengal	Male	3.0	5.34	NA
Room_242	NA	Cat_1209	Bengal	Male	3.0	6.31	NA
Room_242	NA	Cat_1210	American Shorthair	Female	8.0	4.03	NA
Room_243	valid	Cat_1211	Ragdoll	Male	4.0	7.65	happy
Room_243	valid	Cat_1212	Domestic Longhair	Female	6.0	3.83	happy
Room_243	valid	Cat_1213	Ragdoll	Female	3.0	5.48	happy
Room_243	valid	Cat_1214	American Shorthair	Female	6.0	3.93	happy
Room_243	valid	Cat_1215	Ragdoll	Female	5.0	4.71	happy
Room_244	NA	Cat_1216	Domestic Longhair	Male	5.0	5.29	NA
Room_244	NA	Cat_1217	Ragdoll	Female	5.0	5.33	NA
Room_244	NA	Cat_1218	Ragdoll	Male	7.0	5.12	NA
Room_244	NA	Cat_1219	Bengal	Female	6.0	3.92	NA
Room_244	NA	Cat_1220	Bengal	Female	4.0	4.1	NA
Room_245	compromised	Cat_1221	Domestic Longhair	Male	7.0	5.88	evil
Room_245	compromised	Cat_1222	American Shorthair	Male	4.0	6.05	scared
Room_245	compromised	Cat_1223	Bengal	Female	5.0	3.64	scared
Room_245	compromised	Cat_1224	Domestic Longhair	Male	3.0	5.21	scared
Room_245	compromised	Cat_1225	Ragdoll	Male	6.0	7.75	scared
Room_246	NA	Cat_1226	American Shorthair	Female	3.0	3.94	NA
Room_246	NA	Cat_1227	Domestic Longhair	Male	5.0	4.72	NA
Room_246	NA	Cat_1228	Ragdoll	Female	5.0	4.45	NA
Room_246	NA	Cat_1229	Bengal	Female	8.0	3.87	NA
Room_246	NA	Cat_1230	Domestic Longhair	Male	4.0	6.17	NA
Room_247	NA	Cat_1231	Ragdoll	Female	4.0	4.84	NA
Room_247	NA	Cat_1232	Ragdoll	Female	5.0	4.82	NA
Room_247	NA	Cat_1233	Ragdoll	Male	6.0	6.96	NA
Room_247	NA	Cat_1234	Bengal	Female	5.0	4.12	NA
Room_247	NA	Cat_1235	Bengal	Female	4.0	4.03	NA
Room_248	NA	Cat_1236	Domestic Longhair	Female	5.0	4.54	NA
Room_248	NA	Cat_1237	American Shorthair	Female	6.0	4.0	NA
Room_248	NA	Cat_1238	Ragdoll	Female	5.0	5.89	NA
Room_248	NA	Cat_1239	American Shorthair	Female	4.0	3.85	NA
Room_248	NA	Cat_1240	American Shorthair	Male	5.0	6.81	NA
Room_249	valid	Cat_1241	American Shorthair	Female	4.0	4.45	happy
Room_249	valid	Cat_1242	Ragdoll	Female	3.0	4.62	happy
Room_249	valid	Cat_1243	American Shorthair	Female	4.0	4.28	happy
Room_249	valid	Cat_1244	American Shorthair	Male	2.0	6.99	happy
Room_249	valid	Cat_1245	American Shorthair	Female	5.0	4.46	happy
Room_250	NA	Cat_1246	Domestic Longhair	Male	5.0	5.62	NA
Room_250	NA	Cat_1247	Bengal	Male	5.0	5.85	NA
Room_250	NA	Cat_1248	Domestic Longhair	Male	5.0	5.47	NA
Room_250	NA	Cat_1249	American Shorthair	Male	7.0	5.49	NA
Room_250	NA	Cat_1250	Domestic Longhair	Male	4.0	5.01	NA
Room_251	valid	Cat_1251	Ragdoll	Female	5.0	4.59	happy
Room_251	valid	Cat_1252	Domestic Longhair	Female	4.0	3.92	happy
Room_251	valid	Cat_1253	Ragdoll	Male	4.0	7.68	happy
Room_251	valid	Cat_1254	Domestic Longhair	Female	5.0	4.09	happy
Room_251	valid	Cat_1255	Ragdoll	Male	8.0	4.82	happy
Room_252	NA	Cat_1256	Domestic Longhair	Female	8.0	4.11	NA
Room_252	NA	Cat_1257	American Shorthair	Female	5.0	3.92	NA
Room_252	NA	Cat_1258	Domestic Longhair	Female	6.0	3.82	NA
Room_252	NA	Cat_1259	Ragdoll	Female	4.0	5.81	NA
Room_252	NA	Cat_1260	Ragdoll	Female	4.0	5.23	NA
Room_253	NA	Cat_1261	Bengal	Female	6.0	4.48	NA
Room_253	NA	Cat_1262	American Shorthair	Female	4.0	4.44	NA
Room_253	NA	Cat_1263	Ragdoll	Male	5.0	7.85	NA
Room_253	NA	Cat_1264	American Shorthair	Female	4.0	4.22	NA
Room_253	NA	Cat_1265	Domestic Longhair	Female	3.0	4.17	NA
Room_254	NA	Cat_1266	American Shorthair	Male	4.0	5.47	NA
Room_254	NA	Cat_1267	Ragdoll	Female	4.0	5.95	NA
Room_254	NA	Cat_1268	Ragdoll	Female	8.0	4.31	NA
Room_254	NA	Cat_1269	Bengal	Male	8.0	5.49	NA
Room_254	NA	Cat_1270	Ragdoll	Male	5.0	6.76	NA
Room_255	NA	Cat_1271	Ragdoll	Female	3.0	3.67	NA
Room_255	NA	Cat_1272	Ragdoll	Female	3.0	5.49	NA
Room_255	NA	Cat_1273	American Shorthair	Female	5.0	3.97	NA
Room_255	NA	Cat_1274	Ragdoll	Female	4.0	6.29	NA
Room_255	NA	Cat_1275	Ragdoll	Male	4.0	5.97	NA
Room_256	NA	Cat_1276	Bengal	Male	4.0	5.89	NA
Room_256	NA	Cat_1277	Bengal	Female	5.0	3.98	NA
Room_256	NA	Cat_1278	American Shorthair	Male	8.0	5.32	NA
Room_256	NA	Cat_1279	Ragdoll	Female	5.0	5.39	NA
Room_256	NA	Cat_1280	Bengal	Male	3.0	5.69	NA
Room_257	compromised	Cat_1281	American Shorthair	Male	4.0	6.34	evil
Room_257	compromised	Cat_1282	American Shorthair	Female	3.0	4.25	scared
Room_257	compromised	Cat_1283	Ragdoll	Male	6.0	8.2	scared
Room_257	compromised	Cat_1284	American Shorthair	Female	5.0	4.86	scared
Room_257	compromised	Cat_1285	Domestic Longhair	Female	4.0	3.38	scared
Room_258	NA	Cat_1286	Bengal	Male	4.0	4.9	NA
Room_258	NA	Cat_1287	Domestic Longhair	Male	5.0	5.92	NA
Room_258	NA	Cat_1288	American Shorthair	Male	4.0	5.34	NA
Room_258	NA	Cat_1289	Bengal	Male	6.0	5.61	NA
Room_258	NA	Cat_1290	Domestic Longhair	Male	3.0	6.25	NA
Room_259	NA	Cat_1291	Domestic Longhair	Female	5.0	4.77	NA
Room_259	NA	Cat_1292	Ragdoll	Female	5.0	6.34	NA
Room_259	NA	Cat_1293	Ragdoll	Female	6.0	4.38	NA
Room_259	NA	Cat_1294	Domestic Longhair	Male	4.0	5.64	NA
Room_259	NA	Cat_1295	American Shorthair	Male	6.0	6.0	NA
Room_260	NA	Cat_1296	Ragdoll	Male	3.0	5.73	NA
Room_260	NA	Cat_1297	Ragdoll	Female	4.0	4.35	NA
Room_260	NA	Cat_1298	Ragdoll	Female	3.0	4.51	NA
Room_260	NA	Cat_1299	Domestic Longhair	Female	5.0	3.97	NA
Room_260	NA	Cat_1300	Domestic Longhair	Female	5.0	4.02	NA
Room_261	NA	Cat_1301	Ragdoll	Female	7.0	5.15	NA
Room_261	NA	Cat_1302	American Shorthair	Female	4.0	4.64	NA
Room_261	NA	Cat_1303	American Shorthair	Male	4.0	7.26	NA
Room_261	NA	Cat_1304	Ragdoll	Female	2.0	4.36	NA
Room_261	NA	Cat_1305	Ragdoll	Female	6.0	4.31	NA
Room_262	valid	Cat_1306	American Shorthair	Female	3.0	5.01	happy
Room_262	valid	Cat_1307	Bengal	Female	5.0	3.75	happy
Room_262	valid	Cat_1308	American Shorthair	Female	6.0	4.21	happy
Room_262	valid	Cat_1309	Ragdoll	Male	6.0	7.06	happy
Room_262	valid	Cat_1310	Ragdoll	Male	6.0	5.83	happy
Room_263	NA	Cat_1311	Bengal	Male	6.0	5.52	NA
Room_263	NA	Cat_1312	Ragdoll	Female	5.0	5.46	NA
Room_263	NA	Cat_1313	Bengal	Male	6.0	4.93	NA
Room_263	NA	Cat_1314	American Shorthair	Female	7.0	4.62	NA
Room_263	NA	Cat_1315	Ragdoll	Female	4.0	5.21	NA
Room_264	NA	Cat_1316	American Shorthair	Female	2.0	4.01	NA
Room_264	NA	Cat_1317	Bengal	Female	5.0	3.65	NA
Room_264	NA	Cat_1318	Domestic Longhair	Female	5.0	4.43	NA
Room_264	NA	Cat_1319	Ragdoll	Female	4.0	5.14	NA
Room_264	NA	Cat_1320	American Shorthair	Female	6.0	4.74	NA
Room_265	NA	Cat_1321	Bengal	Male	4.0	5.83	NA
Room_265	NA	Cat_1322	American Shorthair	Female	4.0	3.74	NA
Room_265	NA	Cat_1323	Domestic Longhair	Female	7.0	3.94	NA
Room_265	NA	Cat_1324	Domestic Longhair	Female	6.0	4.32	NA
Room_265	NA	Cat_1325	Ragdoll	Male	5.0	7.65	NA
Room_266	NA	Cat_1326	Bengal	Female	7.0	3.81	NA
Room_266	NA	Cat_1327	Ragdoll	Male	5.0	6.44	NA
Room_266	NA	Cat_1328	Domestic Longhair	Female	7.0	4.9	NA
Room_266	NA	Cat_1329	Bengal	Female	4.0	4.17	NA
Room_266	NA	Cat_1330	Bengal	Male	6.0	5.84	NA
Room_267	NA	Cat_1331	Ragdoll	Female	5.0	4.96	NA
Room_267	NA	Cat_1332	Ragdoll	Female	5.0	5.59	NA
Room_267	NA	Cat_1333	American Shorthair	Male	4.0	6.47	NA
Room_267	NA	Cat_1334	Ragdoll	Female	4.0	5.5	NA
Room_267	NA	Cat_1335	Ragdoll	Female	7.0	5.24	NA
Room_268	compromised	Cat_1336	Bengal	Male	6.0	6.17	evil
Room_268	compromised	Cat_1337	Ragdoll	Male	3.0	6.42	scared
Room_268	compromised	Cat_1338	Ragdoll	Male	4.0	8.8	scared
Room_268	compromised	Cat_1339	Domestic Longhair	Male	7.0	6.55	scared
Room_268	compromised	Cat_1340	Ragdoll	Male	7.0	7.69	scared
Room_269	NA	Cat_1341	Bengal	Female	5.0	4.6	NA
Room_269	NA	Cat_1342	Domestic Longhair	Female	4.0	3.9	NA
Room_269	NA	Cat_1343	Ragdoll	Female	4.0	5.84	NA
Room_269	NA	Cat_1344	American Shorthair	Female	4.0	4.34	NA
Room_269	NA	Cat_1345	American Shorthair	Female	4.0	4.32	NA
Room_270	NA	Cat_1346	Domestic Longhair	Male	3.0	6.63	NA
Room_270	NA	Cat_1347	Bengal	Male	7.0	5.86	NA
Room_270	NA	Cat_1348	Ragdoll	Male	2.0	6.36	NA
Room_270	NA	Cat_1349	American Shorthair	Female	4.0	4.43	NA
Room_270	NA	Cat_1350	Bengal	Female	4.0	4.07	NA
Room_271	valid	Cat_1351	Domestic Longhair	Female	4.0	4.02	happy
Room_271	valid	Cat_1352	American Shorthair	Female	4.0	4.15	happy
Room_271	valid	Cat_1353	American Shorthair	Female	8.0	4.08	happy
Room_271	valid	Cat_1354	Ragdoll	Male	3.0	6.6	happy
Room_271	valid	Cat_1355	American Shorthair	Female	6.0	4.28	happy
Room_272	NA	Cat_1356	Domestic Longhair	Male	4.0	5.84	NA
Room_272	NA	Cat_1357	American Shorthair	Male	7.0	6.05	NA
Room_272	NA	Cat_1358	Ragdoll	Male	6.0	8.8	NA
Room_272	NA	Cat_1359	Bengal	Female	5.0	3.56	NA
Room_272	NA	Cat_1360	Domestic Longhair	Male	7.0	6.3	NA
Room_273	NA	Cat_1361	Domestic Longhair	Female	5.0	4.0	NA
Room_273	NA	Cat_1362	Domestic Longhair	Male	6.0	6.19	NA
Room_273	NA	Cat_1363	Ragdoll	Female	7.0	4.38	NA
Room_273	NA	Cat_1364	Domestic Longhair	Female	5.0	4.36	NA
Room_273	NA	Cat_1365	Ragdoll	Male	2.0	6.47	NA
Room_274	NA	Cat_1366	American Shorthair	Male	7.0	5.25	NA
Room_274	NA	Cat_1367	American Shorthair	Female	6.0	5.04	NA
Room_274	NA	Cat_1368	Domestic Longhair	Male	6.0	6.41	NA
Room_274	NA	Cat_1369	American Shorthair	Female	4.0	4.24	NA
Room_274	NA	Cat_1370	American Shorthair	Male	7.0	6.22	NA
Room_275	valid	Cat_1371	Ragdoll	Female	4.0	4.34	happy
Room_275	valid	Cat_1372	American Shorthair	Male	4.0	5.15	happy
Room_275	valid	Cat_1373	Ragdoll	Female	6.0	4.69	happy
Room_275	valid	Cat_1374	Ragdoll	Female	7.0	5.29	happy
Room_275	valid	Cat_1375	American Shorthair	Female	4.0	3.95	happy
Room_276	compromised	Cat_1376	Ragdoll	Male	5.0	5.58	evil
Room_276	compromised	Cat_1377	Domestic Longhair	Female	5.0	3.92	scared
Room_276	compromised	Cat_1378	American Shorthair	Male	7.0	6.63	scared
Room_276	compromised	Cat_1379	American Shorthair	Male	6.0	5.9	scared
Room_276	compromised	Cat_1380	Ragdoll	Male	3.0	8.31	scared
Room_277	NA	Cat_1381	Domestic Longhair	Female	7.0	3.87	NA
Room_277	NA	Cat_1382	American Shorthair	Female	4.0	3.64	NA
Room_277	NA	Cat_1383	Domestic Longhair	Female	5.0	4.4	NA
Room_277	NA	Cat_1384	Domestic Longhair	Female	5.0	4.49	NA
Room_277	NA	Cat_1385	Ragdoll	Female	5.0	6.88	NA
Room_278	valid	Cat_1386	Ragdoll	Female	8.0	4.58	happy
Room_278	valid	Cat_1387	Ragdoll	Male	5.0	6.95	happy
Room_278	valid	Cat_1388	Domestic Longhair	Female	6.0	4.29	happy
Room_278	valid	Cat_1389	Ragdoll	Female	5.0	5.78	happy
Room_278	valid	Cat_1390	Ragdoll	Male	8.0	7.4	happy
Room_279	valid	Cat_1391	Ragdoll	Male	4.0	7.55	happy
Room_279	valid	Cat_1392	American Shorthair	Female	4.0	4.84	happy
Room_279	valid	Cat_1393	Domestic Longhair	Female	6.0	4.45	happy
Room_279	valid	Cat_1394	Domestic Longhair	Female	3.0	4.2	happy
Room_279	valid	Cat_1395	Ragdoll	Female	5.0	3.95	happy
Room_280	NA	Cat_1396	Ragdoll	Male	6.0	8.22	NA
Room_280	NA	Cat_1397	Domestic Longhair	Male	4.0	5.74	NA
Room_280	NA	Cat_1398	Domestic Longhair	Male	4.0	6.92	NA
Room_280	NA	Cat_1399	Ragdoll	Male	5.0	8.4	NA
Room_280	NA	Cat_1400	American Shorthair	Male	6.0	7.31	NA
Room_281	NA	Cat_1401	Ragdoll	Male	3.0	6.28	NA
Room_281	NA	Cat_1402	Ragdoll	Female	7.0	5.48	NA
Room_281	NA	Cat_1403	American Shorthair	Male	4.0	6.48	NA
Room_281	NA	Cat_1404	Ragdoll	Female	4.0	4.89	NA
Room_281	NA	Cat_1405	American Shorthair	Male	6.0	6.93	NA
Room_282	NA	Cat_1406	Domestic Longhair	Male	6.0	5.28	NA
Room_282	NA	Cat_1407	Ragdoll	Female	2.0	5.35	NA
Room_282	NA	Cat_1408	American Shorthair	Male	5.0	6.06	NA
Room_282	NA	Cat_1409	Ragdoll	Female	3.0	5.18	NA
Room_282	NA	Cat_1410	Ragdoll	Female	7.0	4.51	NA
Room_283	valid	Cat_1411	American Shorthair	Female	4.0	4.02	happy
Room_283	valid	Cat_1412	Domestic Longhair	Female	4.0	3.68	happy
Room_283	valid	Cat_1413	Ragdoll	Female	3.0	3.68	happy
Room_283	valid	Cat_1414	Domestic Longhair	Female	5.0	3.75	happy
Room_283	valid	Cat_1415	American Shorthair	Male	5.0	5.85	happy
Room_284	NA	Cat_1416	Ragdoll	Male	6.0	6.97	NA
Room_284	NA	Cat_1417	Ragdoll	Male	5.0	8.41	NA
Room_284	NA	Cat_1418	Domestic Longhair	Female	5.0	3.92	NA
Room_284	NA	Cat_1419	Ragdoll	Female	4.0	4.69	NA
Room_284	NA	Cat_1420	Domestic Longhair	Male	7.0	6.01	NA
Room_285	NA	Cat_1421	Ragdoll	Female	6.0	5.5	NA
Room_285	NA	Cat_1422	Ragdoll	Female	7.0	4.94	NA
Room_285	NA	Cat_1423	Domestic Longhair	Female	4.0	4.29	NA
Room_285	NA	Cat_1424	Ragdoll	Female	4.0	4.91	NA
Room_285	NA	Cat_1425	American Shorthair	Female	6.0	4.64	NA
Room_286	NA	Cat_1426	American Shorthair	Male	4.0	5.61	NA
Room_286	NA	Cat_1427	Ragdoll	Female	4.0	5.37	NA
Room_286	NA	Cat_1428	Domestic Longhair	Female	8.0	4.55	NA
Room_286	NA	Cat_1429	Bengal	Male	5.0	5.44	NA
Room_286	NA	Cat_1430	Bengal	Female	5.0	4.05	NA
Room_287	NA	Cat_1431	Domestic Longhair	Male	6.0	5.95	NA
Room_287	NA	Cat_1432	American Shorthair	Female	2.0	3.89	NA
Room_287	NA	Cat_1433	American Shorthair	Female	5.0	3.71	NA
Room_287	NA	Cat_1434	Domestic Longhair	Female	6.0	4.97	NA
Room_287	NA	Cat_1435	American Shorthair	Male	7.0	5.91	NA
Room_288	NA	Cat_1436	Domestic Longhair	Female	3.0	3.59	NA
Room_288	NA	Cat_1437	American Shorthair	Male	4.0	6.42	NA
Room_288	NA	Cat_1438	Domestic Longhair	Female	6.0	4.2	NA
Room_288	NA	Cat_1439	American Shorthair	Female	6.0	4.39	NA
Room_288	NA	Cat_1440	Ragdoll	Female	3.0	7.02	NA
Room_289	valid	Cat_1441	Ragdoll	Female	5.0	6.38	happy
Room_289	valid	Cat_1442	American Shorthair	Male	6.0	5.08	happy
Room_289	valid	Cat_1443	Ragdoll	Male	7.0	8.08	happy
Room_289	valid	Cat_1444	Domestic Longhair	Male	5.0	6.43	happy
Room_289	valid	Cat_1445	Ragdoll	Female	5.0	5.37	happy
Room_290	NA	Cat_1446	American Shorthair	Female	7.0	4.68	NA
Room_290	NA	Cat_1447	Ragdoll	Male	4.0	8.01	NA
Room_290	NA	Cat_1448	Ragdoll	Female	7.0	5.52	NA
Room_290	NA	Cat_1449	American Shorthair	Female	4.0	4.73	NA
Room_290	NA	Cat_1450	Ragdoll	Male	6.0	7.14	NA
Room_291	NA	Cat_1451	American Shorthair	Female	5.0	3.59	NA
Room_291	NA	Cat_1452	Ragdoll	Female	4.0	5.36	NA
Room_291	NA	Cat_1453	Ragdoll	Female	6.0	5.36	NA
Room_291	NA	Cat_1454	Domestic Longhair	Female	6.0	4.18	NA
Room_291	NA	Cat_1455	American Shorthair	Female	3.0	4.18	NA
Room_292	NA	Cat_1456	Ragdoll	Female	7.0	4.43	NA
Room_292	NA	Cat_1457	American Shorthair	Female	5.0	4.41	NA
Room_292	NA	Cat_1458	Ragdoll	Female	4.0	5.63	NA
Room_292	NA	Cat_1459	Domestic Longhair	Male	3.0	6.2	NA
Room_292	NA	Cat_1460	Domestic Longhair	Female	5.0	3.3	NA
Room_293	compromised	Cat_1461	Ragdoll	Male	6.0	7.59	evil
Room_293	compromised	Cat_1462	Ragdoll	Female	4.0	5.86	scared
